"","Exp3_A_Sample_1","Exp3_A_Sample_2","Exp3_B_Sample_1","Exp3_B_Sample_2","Exp3_C_Sample_1","Exp3_C_Sample_2"
"ENSG00000009022",2,1,0,2,1,0
"ENSG00000009023",0,4,1,1,7,0
"ENSG00000009024",7,3,10,5,8,9
"ENSG00000009025",0,0,0,0,0,0
"ENSG00000009026",2,0,0,1,2,2
"ENSG00000009027",0,1,0,2,1,0
"ENSG00000009028",0,0,0,1,0,0
"ENSG00000009029",0,0,1,1,2,0
"ENSG00000009030",1,0,0,0,0,0
"ENSG00000009031",5,3,14,14,7,15
"ENSG00000009032",121,225,267,192,553,219
"ENSG00000009033",0,0,0,0,0,0
"ENSG00000009034",0,0,0,0,0,0
"ENSG00000009035",0,0,0,0,0,0
"ENSG00000009036",2,5,1,1,2,2
"ENSG00000009037",38,62,41,148,73,80
"ENSG00000009038",0,1,0,0,0,0
"ENSG00000009039",31,19,12,23,21,30
"ENSG00000009040",1,1,0,0,1,0
"ENSG00000009041",0,0,0,1,0,1
"ENSG00000009042",202,73,169,194,171,153
"ENSG00000009043",113,355,156,48,90,110
"ENSG00000009044",12,8,7,8,7,8
"ENSG00000009045",10,7,3,8,10,13
"ENSG00000009046",0,0,0,0,0,0
"ENSG00000009047",26,12,5,11,4,27
"ENSG00000009048",1,1,0,0,1,0
"ENSG00000009049",24,57,54,76,93,71
"ENSG00000009050",1186,817,1438,1072,1241,1127
"ENSG00000009051",2,0,0,0,1,1
"ENSG00000009052",1,1,0,0,2,0
"ENSG00000009053",0,0,0,1,1,1
"ENSG00000009054",21,32,24,18,11,19
"ENSG00000009055",230,96,93,42,59,137
"ENSG00000009056",1,7,4,7,3,2
"ENSG00000009057",1,1,1,1,3,3
"ENSG00000009058",2,0,1,2,1,2
"ENSG00000009059",0,2,0,0,0,0
"ENSG00000009060",3,2,3,1,1,2
"ENSG00000009061",2,5,3,0,4,1
"ENSG00000009062",0,0,0,0,0,0
"ENSG00000009063",11,18,12,20,10,19
"ENSG00000009064",24,39,43,13,49,25
"ENSG00000009065",4,4,0,5,3,6
"ENSG00000009066",1,1,0,0,0,1
"ENSG00000009067",114,242,162,169,182,173
"ENSG00000009068",1,0,1,1,0,0
"ENSG00000009069",1,1,0,1,0,0
"ENSG00000009070",3,3,1,6,0,6
"ENSG00000009071",0,1,0,0,1,1
"ENSG00000009072",29,11,9,18,9,17
"ENSG00000009073",1563,586,541,391,1315,544
"ENSG00000009074",0,1,0,2,0,0
"ENSG00000009075",10,5,3,4,2,6
"ENSG00000009076",159,136,42,67,57,78
"ENSG00000009077",401,229,104,171,144,106
"ENSG00000009078",201,49,112,115,109,152
"ENSG00000009079",0,0,0,0,0,0
"ENSG00000009080",0,0,0,0,0,2
"ENSG00000009081",0,0,0,0,0,0
"ENSG00000009082",0,0,1,0,0,0
"ENSG00000009083",1,0,1,1,0,1
"ENSG00000009084",0,0,0,0,0,0
"ENSG00000009085",1,0,1,0,0,1
"ENSG00000009086",26,3,8,7,19,7
"ENSG00000009087",1,1,1,2,2,2
"ENSG00000009088",16,6,5,17,6,8
"ENSG00000009089",83,107,19,38,33,30
"ENSG00000009090",1,0,1,0,1,2
"ENSG00000009091",1,0,0,1,1,0
"ENSG00000009092",9,4,3,14,8,4
"ENSG00000009093",11,15,6,7,4,12
"ENSG00000009094",1,7,4,3,9,2
"ENSG00000009095",192,115,69,71,80,226
"ENSG00000009096",297,135,88,117,118,196
"ENSG00000009097",1,1,0,0,0,0
"ENSG00000009098",5,4,4,1,4,5
"ENSG00000009099",2,1,2,0,0,0
"ENSG00000009100",134,77,31,77,112,128
"ENSG00000009101",25,61,90,48,22,46
"ENSG00000009102",0,1,0,1,1,0
"ENSG00000009103",13,21,3,16,11,7
"ENSG00000009104",1,5,3,2,11,7
"ENSG00000009105",37,23,12,4,19,15
"ENSG00000009106",23,10,16,9,6,22
"ENSG00000009107",5,7,4,1,1,3
"ENSG00000009108",4472,1497,1773,2664,1073,3064
"ENSG00000009109",223,253,166,138,163,444
"ENSG00000009110",312,511,148,107,113,129
"ENSG00000009111",0,0,1,0,0,1
"ENSG00000009112",270,128,60,169,131,120
"ENSG00000009113",1,1,0,0,0,0
"ENSG00000009114",11,14,17,27,25,26
"ENSG00000009115",0,2,0,0,0,0
"ENSG00000009116",11,21,11,6,15,19
"ENSG00000009117",1,0,0,1,1,0
"ENSG00000009118",0,1,0,1,1,0
"ENSG00000009119",14,27,10,30,15,8
"ENSG00000009120",2,0,0,0,1,0
"ENSG00000009121",515,453,363,550,707,858
"ENSG00000009122",16,28,21,13,10,21
"ENSG00000009123",0,0,0,0,0,0
"ENSG00000009124",4,32,44,44,42,36
"ENSG00000009125",0,0,0,1,0,1
"ENSG00000009126",32,42,29,30,17,53
"ENSG00000009127",36,60,63,15,8,45
"ENSG00000009128",1,1,1,1,0,0
"ENSG00000009129",7,17,13,13,8,9
"ENSG00000009130",11,12,3,8,5,4
"ENSG00000009131",0,0,0,0,0,0
"ENSG00000009132",1,0,0,1,1,0
"ENSG00000009133",174,310,109,184,376,290
"ENSG00000009134",4,3,6,5,11,1
"ENSG00000009135",55,89,30,42,38,94
"ENSG00000009136",0,0,0,0,0,0
"ENSG00000009137",0,0,0,0,0,0
"ENSG00000009138",0,0,1,1,1,0
"ENSG00000009139",0,1,0,0,0,1
"ENSG00000009140",32,52,16,29,58,63
"ENSG00000009141",0,0,0,0,0,1
"ENSG00000009142",147,238,19,60,117,102
"ENSG00000009143",35,53,18,31,6,56
"ENSG00000009144",0,0,0,0,0,0
"ENSG00000009145",65,80,69,90,130,117
"ENSG00000009146",0,0,1,1,2,0
"ENSG00000009147",13,23,41,69,43,53
"ENSG00000009148",2,2,0,1,0,0
"ENSG00000009149",2,0,0,0,1,0
"ENSG00000009150",0,0,1,0,0,0
"ENSG00000009151",147,95,188,35,75,141
"ENSG00000009152",0,0,0,0,0,0
"ENSG00000009153",0,0,0,0,0,0
"ENSG00000009154",2,0,1,1,1,0
"ENSG00000009155",4,12,13,4,14,8
"ENSG00000009156",16,14,13,8,11,8
"ENSG00000009157",20,74,31,46,28,51
"ENSG00000009158",30,14,22,6,14,17
"ENSG00000009159",12,13,2,7,11,1
"ENSG00000009160",0,1,1,0,1,0
"ENSG00000009161",71,107,113,55,133,67
"ENSG00000009162",7,7,3,4,5,4
"ENSG00000009163",5,9,5,5,11,5
"ENSG00000009164",0,0,0,1,0,0
"ENSG00000009165",1,0,1,0,1,0
"ENSG00000009166",22,33,13,22,16,30
"ENSG00000009167",12,7,11,19,3,3
"ENSG00000009168",6,4,2,8,5,2
"ENSG00000009169",118,51,83,118,108,37
"ENSG00000009170",26,17,7,25,16,38
"ENSG00000009171",3371,3907,1317,1792,2932,2950
"ENSG00000009172",1,1,0,0,0,0
"ENSG00000009173",1283,283,132,286,454,470
"ENSG00000009174",7,1,5,6,1,3
"ENSG00000009175",24,6,1,4,18,6
"ENSG00000009176",1,1,0,0,1,1
"ENSG00000009177",129,184,113,56,119,104
"ENSG00000009178",54,30,33,30,35,50
"ENSG00000009179",18,7,8,10,13,14
"ENSG00000009180",2,9,3,5,5,8
"ENSG00000009181",2392,4353,5321,8489,4157,6401
"ENSG00000009182",0,0,2,0,1,1
"ENSG00000009183",0,0,0,2,0,1
"ENSG00000009184",0,0,0,0,0,0
"ENSG00000009185",1,1,0,0,0,1
"ENSG00000009186",2,2,0,1,3,2
"ENSG00000009187",0,0,2,1,0,1
"ENSG00000009188",16,71,35,42,27,62
"ENSG00000009189",41,39,37,55,14,42
"ENSG00000009190",1,0,1,2,0,0
"ENSG00000009191",4,4,2,2,2,5
"ENSG00000009192",10,14,7,13,26,4
"ENSG00000009193",0,0,0,0,0,0
"ENSG00000009194",42,19,19,17,27,22
"ENSG00000009195",1,1,0,0,0,0
"ENSG00000009196",2,1,2,1,1,3
"ENSG00000009197",8,3,7,12,13,4
"ENSG00000009198",40,46,20,14,31,45
"ENSG00000009199",19,18,7,29,11,11
"ENSG00000009200",80,21,60,14,53,111
"ENSG00000009201",52,122,44,53,28,47
"ENSG00000009202",8,4,1,12,3,3
"ENSG00000009203",2,9,1,4,2,1
"ENSG00000009204",12,4,10,8,8,3
"ENSG00000009205",0,0,0,0,0,0
"ENSG00000009206",0,1,0,3,0,0
"ENSG00000009207",1,2,0,0,2,2
"ENSG00000009208",0,1,0,0,3,1
"ENSG00000009209",181,212,121,89,252,50
"ENSG00000009210",71,143,44,33,34,46
"ENSG00000009211",338,105,139,222,77,72
"ENSG00000009212",1,0,1,0,1,0
"ENSG00000009213",5,2,2,1,4,2
"ENSG00000009214",46,25,27,30,43,12
"ENSG00000009215",270,64,159,382,251,294
"ENSG00000009216",11,19,12,13,6,6
"ENSG00000009217",0,0,0,0,0,0
"ENSG00000009218",33,59,18,32,28,13
"ENSG00000009219",399,118,86,62,36,174
"ENSG00000009220",0,0,0,1,0,0
"ENSG00000009221",1,0,0,2,0,0
"ENSG00000009222",10,14,4,5,8,5
"ENSG00000009223",32,85,33,19,41,71
"ENSG00000009224",7,5,1,2,4,3
"ENSG00000009225",15,40,20,18,37,38
"ENSG00000009226",428,365,125,249,213,493
"ENSG00000009227",9,12,3,17,25,11
"ENSG00000009228",2399,1760,831,1231,694,2809
"ENSG00000009229",1,23,9,15,6,16
"ENSG00000009230",0,1,0,1,0,1
"ENSG00000009231",3,4,1,0,1,1
"ENSG00000009232",15,8,22,16,6,9
"ENSG00000009233",1,2,1,5,0,1
"ENSG00000009234",2,4,3,8,5,3
"ENSG00000009235",0,0,0,0,2,0
"ENSG00000009236",1,0,0,0,0,1
"ENSG00000009237",0,0,1,0,1,0
"ENSG00000009238",0,0,0,1,1,0
"ENSG00000009239",8,10,6,24,16,10
"ENSG00000009240",172,107,225,111,98,192
"ENSG00000009241",61,21,10,40,21,30
"ENSG00000009242",2,9,0,3,5,2
"ENSG00000009243",1,5,5,2,2,3
"ENSG00000009244",174,63,118,84,143,43
"ENSG00000009245",0,0,0,0,0,0
"ENSG00000009246",40,17,22,25,5,5
"ENSG00000009247",2,3,0,1,0,1
"ENSG00000009248",32,35,26,19,19,35
"ENSG00000009249",0,0,0,0,0,0
"ENSG00000009250",40,42,11,17,52,54
"ENSG00000009251",1,1,1,2,0,1
"ENSG00000009252",38,101,37,33,84,37
"ENSG00000009253",1,0,0,0,0,1
"ENSG00000009254",1,0,2,1,1,1
"ENSG00000009255",2,5,0,4,1,1
"ENSG00000009256",1,0,0,0,1,0
"ENSG00000009257",29,24,19,40,24,12
"ENSG00000009258",114,114,66,28,124,48
"ENSG00000009259",0,0,1,0,1,0
"ENSG00000009260",0,0,1,0,0,1
"ENSG00000009261",18,9,8,10,12,16
"ENSG00000009262",37,17,0,33,21,20
"ENSG00000009263",0,0,0,0,0,0
"ENSG00000009264",0,0,0,0,0,0
"ENSG00000009265",8,16,14,13,23,21
"ENSG00000009266",14,9,7,0,15,3
"ENSG00000009267",7,5,3,6,3,7
"ENSG00000009268",1,1,0,3,0,0
"ENSG00000009269",0,0,0,0,0,0
"ENSG00000009270",81,42,72,62,71,76
"ENSG00000009271",131,315,150,264,239,229
"ENSG00000009272",0,0,2,1,2,0
"ENSG00000009273",0,1,0,0,0,0
"ENSG00000009274",48,21,25,18,50,39
"ENSG00000009275",1,0,1,2,2,1
"ENSG00000009276",0,1,0,0,1,0
"ENSG00000009277",1,0,0,1,0,0
"ENSG00000009278",119,32,25,43,36,56
"ENSG00000009279",46,55,42,40,131,183
"ENSG00000009280",39,18,24,17,19,19
"ENSG00000009281",0,0,1,1,0,0
"ENSG00000009282",1,0,1,0,0,1
"ENSG00000009283",64,47,26,44,46,79
"ENSG00000009284",11,17,8,7,13,27
"ENSG00000009285",114,63,142,120,102,28
"ENSG00000009286",0,0,0,0,0,0
"ENSG00000009287",1,0,0,1,0,1
"ENSG00000009288",1,1,1,1,1,0
"ENSG00000009289",0,3,0,1,1,0
"ENSG00000009290",189,120,134,285,148,261
"ENSG00000009291",0,3,0,0,2,2
"ENSG00000009292",1,0,1,0,2,0
"ENSG00000009293",2,3,0,0,1,3
"ENSG00000009294",0,0,0,0,0,0
"ENSG00000009295",43,49,77,60,65,108
"ENSG00000009296",71,110,87,131,78,85
"ENSG00000009297",3,7,8,8,20,11
"ENSG00000009298",4,2,4,9,1,3
"ENSG00000009299",1,0,0,1,0,0
"ENSG00000009300",764,784,1106,559,645,360
"ENSG00000009301",0,0,0,0,0,0
"ENSG00000009302",2,2,0,1,0,2
"ENSG00000009303",27,32,10,51,8,10
"ENSG00000009304",25,22,7,27,26,11
"ENSG00000009305",57,18,13,8,18,26
"ENSG00000009306",1,0,2,1,1,1
"ENSG00000009307",1819,2216,2323,1646,4992,937
"ENSG00000009308",93,161,109,373,205,77
"ENSG00000009309",0,2,0,3,0,0
"ENSG00000009310",1,1,3,1,2,6
"ENSG00000009311",289,262,246,444,214,387
"ENSG00000009312",66,73,17,44,80,47
"ENSG00000009313",0,1,0,0,1,0
"ENSG00000009314",0,0,0,2,0,2
"ENSG00000009315",3,1,0,1,2,3
"ENSG00000009316",212,132,32,85,71,184
"ENSG00000009317",0,0,0,0,0,1
"ENSG00000009318",145,59,171,177,36,156
"ENSG00000009319",164,78,65,89,260,91
"ENSG00000009320",7,22,11,26,19,22
"ENSG00000009321",1,0,0,0,1,0
"ENSG00000009322",153,513,233,286,199,181
"ENSG00000009323",1,1,0,1,0,0
"ENSG00000009324",62,49,32,38,34,38
"ENSG00000009325",248,532,193,251,159,135
"ENSG00000009326",0,1,1,0,0,1
"ENSG00000009327",1,1,1,0,0,3
"ENSG00000009328",63,39,22,63,41,7
"ENSG00000009329",230,332,103,75,76,96
"ENSG00000009330",0,0,0,0,0,0
"ENSG00000009331",1,0,0,0,1,0
"ENSG00000009332",0,0,8,0,2,1
"ENSG00000009333",29,12,5,19,6,31
"ENSG00000009334",0,0,0,2,0,0
"ENSG00000009335",2,0,1,0,0,1
"ENSG00000009336",691,672,649,737,429,227
"ENSG00000009337",1,1,1,2,2,3
"ENSG00000009338",0,0,0,0,0,0
"ENSG00000009339",29,16,22,21,53,7
"ENSG00000009340",83,60,25,27,20,105
"ENSG00000009341",6,1,1,5,4,1
"ENSG00000009342",62,5,21,46,80,9
"ENSG00000009343",2474,838,1363,2453,1847,2921
"ENSG00000009344",2,1,0,0,1,0
"ENSG00000009345",6,1,5,0,1,0
"ENSG00000009346",0,0,0,0,0,0
"ENSG00000009347",33,22,46,61,37,20
"ENSG00000009348",114,95,80,61,67,30
"ENSG00000009349",99,78,23,25,27,55
"ENSG00000009350",27,11,7,12,11,14
"ENSG00000009351",1,0,2,0,0,1
"ENSG00000009352",15,11,7,1,1,10
"ENSG00000009353",0,1,1,1,0,0
"ENSG00000009354",32,70,40,29,28,47
"ENSG00000009355",1,1,0,2,2,0
"ENSG00000009356",1,2,0,1,0,0
"ENSG00000009357",6,8,10,2,3,9
"ENSG00000009358",7,9,3,7,7,5
"ENSG00000009359",44,23,40,17,74,97
"ENSG00000009360",4,5,2,12,15,7
"ENSG00000009361",0,1,2,1,0,1
"ENSG00000009362",8,5,1,2,0,1
"ENSG00000009363",16,12,13,11,19,5
"ENSG00000009364",1,1,0,0,0,0
"ENSG00000009365",1481,1213,502,399,487,465
"ENSG00000009366",41,32,29,56,31,13
"ENSG00000009367",34,26,28,20,28,40
"ENSG00000009368",0,2,2,0,0,0
"ENSG00000009369",0,0,0,0,0,2
"ENSG00000009370",1,0,1,3,0,0
"ENSG00000009371",3,0,0,0,1,0
"ENSG00000009372",3,10,11,14,14,20
"ENSG00000009373",38,66,54,118,35,37
"ENSG00000009374",3,6,8,0,5,7
"ENSG00000009375",0,0,0,0,1,1
"ENSG00000009376",24,18,6,28,35,31
"ENSG00000009377",678,196,295,556,305,499
"ENSG00000009378",86,50,46,58,65,97
"ENSG00000009379",0,0,0,0,0,0
"ENSG00000009380",0,0,0,0,0,0
"ENSG00000009381",2,1,3,5,2,3
"ENSG00000009382",7,10,5,2,2,11
"ENSG00000009383",2,0,1,0,1,0
"ENSG00000009384",2,1,0,1,0,5
"ENSG00000009385",0,1,0,0,0,4
"ENSG00000009386",0,1,0,0,0,1
"ENSG00000009387",23,15,23,14,38,16
"ENSG00000009388",35,33,18,27,37,27
"ENSG00000009389",233,646,84,331,455,139
"ENSG00000009390",7,4,6,9,8,9
"ENSG00000009391",0,1,2,2,1,1
"ENSG00000009392",95,81,75,96,40,44
"ENSG00000009393",8,8,4,2,0,2
"ENSG00000009394",0,1,1,0,0,0
"ENSG00000009395",3,0,0,0,0,1
"ENSG00000009396",0,1,1,0,1,0
"ENSG00000009397",1,0,0,0,0,0
"ENSG00000009398",110,154,164,133,104,196
"ENSG00000009399",68,116,13,14,120,73
"ENSG00000009400",0,0,1,0,0,0
"ENSG00000009401",31,20,12,10,10,21
"ENSG00000009402",45,41,70,40,50,38
"ENSG00000009403",5,11,1,8,8,10
"ENSG00000009404",0,1,0,0,2,1
"ENSG00000009405",19,27,11,11,18,11
"ENSG00000009406",444,588,876,622,834,598
"ENSG00000009407",1,0,0,0,1,0
"ENSG00000009408",7,5,7,12,8,2
"ENSG00000009409",1,0,2,0,0,1
"ENSG00000009410",615,968,919,452,767,1225
"ENSG00000009411",2,0,1,1,2,3
"ENSG00000009412",0,0,0,0,0,0
"ENSG00000009413",8,4,9,1,6,3
"ENSG00000009414",3,7,5,3,4,2
"ENSG00000009415",324,231,247,154,116,131
"ENSG00000009416",0,1,0,0,1,0
"ENSG00000009417",0,0,1,0,2,1
"ENSG00000009418",20,29,30,24,11,21
"ENSG00000009419",38,56,39,11,65,21
"ENSG00000009420",0,1,0,1,0,0
"ENSG00000009421",1,2,1,0,0,2
"ENSG00000009422",249,297,241,174,385,217
"ENSG00000009423",0,0,1,0,0,0
"ENSG00000009424",0,0,0,0,0,0
"ENSG00000009425",0,1,3,0,0,1
"ENSG00000009426",0,0,0,0,0,1
"ENSG00000009427",0,0,0,0,1,0
"ENSG00000009428",66,61,30,106,78,115
"ENSG00000009429",0,2,0,0,0,0
"ENSG00000009430",0,0,0,0,1,0
"ENSG00000009431",1068,827,474,781,899,676
"ENSG00000009432",0,1,1,1,5,4
"ENSG00000009433",3,0,1,0,0,0
"ENSG00000009434",0,0,0,0,0,1
"ENSG00000009435",0,1,2,0,1,0
"ENSG00000009436",0,0,0,1,2,0
"ENSG00000009437",0,0,1,6,6,2
"ENSG00000009438",1,11,4,5,10,9
"ENSG00000009439",19,2,19,12,10,10
"ENSG00000009440",4,11,7,17,12,15
"ENSG00000009441",321,380,126,374,665,378
"ENSG00000009442",233,232,141,41,69,179
"ENSG00000009443",112,191,184,128,193,52
"ENSG00000009444",0,1,0,0,0,2
"ENSG00000009445",113,59,118,48,149,116
"ENSG00000009446",10,15,21,15,8,19
"ENSG00000009447",2,12,0,6,14,1
"ENSG00000009448",0,0,0,0,0,0
"ENSG00000009449",0,1,2,2,3,2
"ENSG00000009450",171,67,140,71,200,115
"ENSG00000009451",7,14,8,11,15,10
"ENSG00000009452",3,2,2,2,6,2
"ENSG00000009453",0,1,0,0,0,1
"ENSG00000009454",932,362,234,204,665,539
"ENSG00000009455",1,0,0,0,0,0
"ENSG00000009456",2,0,1,0,2,0
"ENSG00000009457",0,1,0,0,4,2
"ENSG00000009458",172,158,209,190,164,81
"ENSG00000009459",1,0,0,0,1,0
"ENSG00000009460",6,3,5,2,7,4
"ENSG00000009461",13,27,18,27,24,30
"ENSG00000009462",17,6,5,15,7,10
"ENSG00000009463",0,0,0,0,0,0
"ENSG00000009464",1,0,2,0,0,1
"ENSG00000009465",504,214,228,434,162,203
"ENSG00000009466",5,14,9,8,10,3
"ENSG00000009467",71,99,96,47,54,58
"ENSG00000009468",0,0,0,3,0,1
"ENSG00000009469",101,143,60,83,64,78
"ENSG00000009470",0,1,1,0,4,0
"ENSG00000009471",0,0,1,1,0,0
"ENSG00000009472",0,0,0,0,0,0
"ENSG00000009473",0,0,0,0,0,0
"ENSG00000009474",128,99,41,90,112,108
"ENSG00000009475",22,21,7,16,26,18
"ENSG00000009476",5,0,2,1,0,0
"ENSG00000009477",7,9,3,13,0,8
"ENSG00000009478",2,0,1,1,1,0
"ENSG00000009479",10,23,12,3,22,11
"ENSG00000009480",26,70,35,25,48,25
"ENSG00000009481",38,53,55,47,40,14
"ENSG00000009482",1,0,0,0,2,1
"ENSG00000009483",12,12,4,3,7,7
"ENSG00000009484",88,73,27,38,51,50
"ENSG00000009485",0,0,0,1,1,1
"ENSG00000009486",1,1,0,0,0,1
"ENSG00000009487",0,0,1,0,0,0
"ENSG00000009488",1,1,0,1,0,1
"ENSG00000009489",71,116,78,62,94,88
"ENSG00000009490",9,23,26,41,22,16
"ENSG00000009491",11,58,11,85,55,56
"ENSG00000009492",4,1,6,1,8,2
"ENSG00000009493",3,0,0,1,2,0
"ENSG00000009494",6,4,4,2,11,0
"ENSG00000009495",0,0,1,0,1,1
"ENSG00000009496",2,1,0,1,1,3
"ENSG00000009497",109,119,48,125,156,118
"ENSG00000009498",52,121,14,73,17,25
"ENSG00000009499",0,0,0,0,0,0
"ENSG00000009500",0,0,0,0,0,0
"ENSG00000009501",0,0,0,0,0,0
"ENSG00000009502",14,20,12,0,15,9
"ENSG00000009503",4,2,5,3,3,2
"ENSG00000009504",0,1,0,0,0,0
"ENSG00000009505",574,402,320,546,585,428
"ENSG00000009506",325,341,263,283,407,157
"ENSG00000009507",0,1,0,2,1,0
"ENSG00000009508",0,1,1,0,0,2
"ENSG00000009509",6,9,5,14,11,8
"ENSG00000009510",49,38,48,54,29,44
"ENSG00000009511",9,11,7,0,6,6
"ENSG00000009512",435,439,327,612,345,176
"ENSG00000009513",457,216,163,186,230,162
"ENSG00000009514",368,187,236,153,321,280
"ENSG00000009515",0,1,1,0,1,0
"ENSG00000009516",14,5,2,20,7,4
"ENSG00000009517",82,30,14,31,19,15
"ENSG00000009518",0,0,0,0,0,0
"ENSG00000009519",3,4,2,2,2,1
"ENSG00000009520",0,0,0,1,1,0
"ENSG00000009521",1,0,1,1,0,0
"ENSG00000009522",33,34,34,72,26,20
"ENSG00000009523",0,0,1,1,2,0
"ENSG00000009524",19,2,8,9,12,9
"ENSG00000009525",0,2,1,0,0,1
"ENSG00000009526",724,1443,360,484,570,445
"ENSG00000009527",0,0,0,0,0,0
"ENSG00000009528",16,21,14,3,5,10
"ENSG00000009529",269,55,132,369,214,246
"ENSG00000009530",0,1,0,0,0,0
"ENSG00000009531",7,4,1,6,2,4
"ENSG00000009532",0,1,1,1,0,0
"ENSG00000009533",0,0,0,2,1,2
"ENSG00000009534",1,0,0,0,1,0
"ENSG00000009535",30,32,19,18,25,15
"ENSG00000009536",13,13,19,21,15,29
"ENSG00000009537",0,0,1,0,1,0
"ENSG00000009538",148,144,213,161,263,162
"ENSG00000009539",0,2,0,1,0,1
"ENSG00000009540",0,0,0,0,0,0
"ENSG00000009541",2,1,2,0,1,2
"ENSG00000009542",0,0,1,1,0,0
"ENSG00000009543",2,0,0,2,0,1
"ENSG00000009544",14,12,12,13,8,7
"ENSG00000009545",35,20,26,26,61,33
"ENSG00000009546",81,103,25,70,15,22
"ENSG00000009547",0,1,0,1,0,0
"ENSG00000009548",0,0,0,1,0,0
"ENSG00000009549",1,0,0,1,0,1
"ENSG00000009550",7,3,5,10,4,2
"ENSG00000009551",19,32,13,12,13,15
"ENSG00000009552",1,0,1,0,3,3
"ENSG00000009553",2,2,0,0,2,2
"ENSG00000009554",20,17,5,10,4,11
"ENSG00000009555",0,1,0,0,0,0
"ENSG00000009556",84,50,20,36,21,49
"ENSG00000009557",0,1,0,0,0,0
"ENSG00000009558",38,17,22,18,18,19
"ENSG00000009559",34,8,11,8,16,12
"ENSG00000009560",943,778,987,652,1021,642
"ENSG00000009561",3,1,3,5,1,1
"ENSG00000009562",2,3,1,3,2,3
"ENSG00000009563",1,2,0,0,0,0
"ENSG00000009564",2,0,1,1,0,0
"ENSG00000009565",12,5,13,9,17,11
"ENSG00000009566",1,1,0,1,1,0
"ENSG00000009567",29,19,18,31,9,17
"ENSG00000009568",26,28,32,26,47,31
"ENSG00000009569",221,180,134,482,90,248
"ENSG00000009570",143,134,43,77,64,54
"ENSG00000009571",2,4,0,1,0,0
"ENSG00000009572",32,26,41,21,23,17
"ENSG00000009573",9,11,0,6,3,7
"ENSG00000009574",16,75,44,58,45,74
"ENSG00000009575",0,0,1,1,0,0
"ENSG00000009576",10,34,4,17,28,23
"ENSG00000009577",1,1,0,0,0,1
"ENSG00000009578",1,0,1,0,0,0
"ENSG00000009579",1,0,2,2,1,0
"ENSG00000009580",0,0,0,0,2,0
"ENSG00000009581",1,0,0,0,1,0
"ENSG00000009582",10,2,2,11,4,12
"ENSG00000009583",1,1,0,1,1,0
"ENSG00000009584",2,0,0,1,1,2
"ENSG00000009585",2,1,2,1,1,2
"ENSG00000009586",68,51,22,56,27,64
"ENSG00000009587",1,0,0,1,0,0
"ENSG00000009588",0,0,0,0,0,0
"ENSG00000009589",0,2,0,0,0,1
"ENSG00000009590",13,14,1,10,5,6
"ENSG00000009591",1,0,0,0,0,1
"ENSG00000009592",3,2,2,1,1,2
"ENSG00000009593",1,0,0,1,0,0
"ENSG00000009594",2,4,0,1,2,0
"ENSG00000009595",376,536,207,166,320,514
"ENSG00000009596",924,338,285,412,311,128
"ENSG00000009597",0,3,1,0,0,3
"ENSG00000009598",0,0,0,0,0,1
"ENSG00000009599",59,86,8,10,52,21
"ENSG00000009600",65,15,17,35,20,54
"ENSG00000009601",1,0,0,0,0,1
"ENSG00000009602",86,33,32,43,8,12
"ENSG00000009603",0,0,0,0,0,0
"ENSG00000009604",7,9,4,2,7,6
"ENSG00000009605",0,1,0,2,1,1
"ENSG00000009606",0,1,1,1,1,1
"ENSG00000009607",4,6,0,4,1,6
"ENSG00000009608",1,0,0,0,2,0
"ENSG00000009609",34,53,66,26,37,25
"ENSG00000009610",1,4,4,5,1,0
"ENSG00000009611",53,23,16,36,30,24
"ENSG00000009612",18,67,28,22,20,54
"ENSG00000009613",1,1,1,0,0,1
"ENSG00000009614",0,0,3,1,1,3
"ENSG00000009615",1,1,0,2,0,1
"ENSG00000009616",33,51,23,21,69,24
"ENSG00000009617",0,1,3,0,3,5
"ENSG00000009618",1358,1049,632,652,1448,549
"ENSG00000009619",251,300,269,453,120,200
"ENSG00000009620",0,2,1,0,0,0
"ENSG00000009621",1843,1061,1012,501,403,736
"ENSG00000009622",59,22,62,53,44,44
"ENSG00000009623",0,0,1,1,1,0
"ENSG00000009624",111,220,83,162,99,99
"ENSG00000009625",328,151,133,365,295,147
"ENSG00000009626",0,0,0,0,1,0
"ENSG00000009627",72,54,14,24,23,31
"ENSG00000009628",260,127,139,105,104,109
"ENSG00000009629",2,0,2,1,0,0
"ENSG00000009630",31,7,9,10,14,2
"ENSG00000009631",0,0,1,0,1,0
"ENSG00000009632",4,12,10,10,14,4
"ENSG00000009633",20,9,17,42,24,28
"ENSG00000009634",0,0,0,0,0,1
"ENSG00000009635",0,0,0,0,0,0
"ENSG00000009636",105,37,67,64,82,56
"ENSG00000009637",0,0,0,1,1,0
"ENSG00000009638",0,0,0,1,2,0
"ENSG00000009639",4,4,4,2,4,2
"ENSG00000009640",20,26,10,26,14,19
"ENSG00000009641",25,28,9,45,1,8
"ENSG00000009642",0,1,0,0,0,0
"ENSG00000009643",0,1,0,0,1,0
"ENSG00000009644",1,0,2,0,0,2
"ENSG00000009645",0,0,0,0,0,0
"ENSG00000009646",14,8,4,17,8,5
"ENSG00000009647",0,0,1,0,0,1
"ENSG00000009648",1,0,0,0,1,0
"ENSG00000009649",0,1,0,0,2,0
"ENSG00000009650",1,1,1,0,0,1
"ENSG00000009651",8,7,4,22,7,3
