"","data/Exp2_A_Sample_1","data/Exp2_A_Sample_2","data/Exp2_B_Sample_1","data/Exp2_B_Sample_2","data/Exp2_C_Sample_1","data/Exp2_C_Sample_2"
"ENSG00000007751",8,22,10,14,20,13
"ENSG00000007752",32,49,82,59,31,23
"ENSG00000007753",4,6,6,15,7,13
"ENSG00000007754",0,0,1,2,0,0
"ENSG00000007755",29,60,40,22,21,55
"ENSG00000007756",0,0,0,0,0,0
"ENSG00000007757",6,5,17,9,3,6
"ENSG00000007758",42,166,116,104,155,24
"ENSG00000007759",41,78,83,37,40,36
"ENSG00000007760",0,0,0,0,0,0
"ENSG00000007761",1,0,0,0,0,0
"ENSG00000007762",0,1,1,2,0,0
"ENSG00000007763",24,42,30,12,23,18
"ENSG00000007764",0,0,1,0,0,1
"ENSG00000007765",0,0,3,0,0,1
"ENSG00000007766",10,49,23,23,55,16
"ENSG00000007767",20,78,53,29,17,37
"ENSG00000007768",2,2,0,3,1,3
"ENSG00000007769",1,0,0,0,1,1
"ENSG00000007770",0,1,0,0,0,2
"ENSG00000007771",17,18,34,7,32,25
"ENSG00000007772",0,0,0,0,1,0
"ENSG00000007773",0,2,0,0,1,1
"ENSG00000007774",33,15,25,11,33,19
"ENSG00000007775",7,23,19,9,16,9
"ENSG00000007776",4,7,1,7,4,5
"ENSG00000007777",342,415,538,531,108,738
"ENSG00000007778",313,208,404,301,107,319
"ENSG00000007779",0,0,0,0,0,0
"ENSG00000007780",1,3,2,2,0,1
"ENSG00000007781",16,22,32,72,10,35
"ENSG00000007782",0,0,0,0,0,0
"ENSG00000007783",1,0,0,0,0,0
"ENSG00000007784",259,290,259,351,333,234
"ENSG00000007785",2,1,5,3,1,0
"ENSG00000007786",12,2,5,16,0,2
"ENSG00000007787",2,19,8,7,18,14
"ENSG00000007788",0,1,1,1,0,0
"ENSG00000007789",3,2,3,3,3,2
"ENSG00000007790",0,0,0,0,0,0
"ENSG00000007791",0,0,0,1,0,0
"ENSG00000007792",0,0,0,0,0,1
"ENSG00000007793",33,24,18,61,60,47
"ENSG00000007794",9,52,31,3,49,30
"ENSG00000007795",5,1,3,4,1,1
"ENSG00000007796",0,9,14,4,6,6
"ENSG00000007797",3,15,5,11,10,6
"ENSG00000007798",39,89,50,28,28,45
"ENSG00000007799",1,0,0,0,0,0
"ENSG00000007800",131,64,101,79,101,252
"ENSG00000007801",0,5,0,1,1,0
"ENSG00000007802",156,212,137,192,144,43
"ENSG00000007803",0,0,0,0,0,0
"ENSG00000007804",1,4,2,10,4,3
"ENSG00000007805",112,95,296,132,94,51
"ENSG00000007806",1,2,0,0,0,0
"ENSG00000007807",25,30,19,16,21,10
"ENSG00000007808",3432,7128,3977,4279,2735,8125
"ENSG00000007809",0,0,0,0,0,1
"ENSG00000007810",3,4,4,1,2,0
"ENSG00000007811",0,0,1,0,1,0
"ENSG00000007812",0,3,0,1,0,1
"ENSG00000007813",11,7,7,11,4,17
"ENSG00000007814",30,38,40,49,23,12
"ENSG00000007815",11,27,10,17,4,8
"ENSG00000007816",0,0,0,1,1,0
"ENSG00000007817",170,388,231,248,284,701
"ENSG00000007818",0,0,0,0,1,1
"ENSG00000007819",3,2,0,3,1,6
"ENSG00000007820",14,47,12,21,38,30
"ENSG00000007821",486,813,284,578,482,399
"ENSG00000007822",25,33,28,8,39,12
"ENSG00000007823",1,0,0,1,2,0
"ENSG00000007824",4,3,7,3,1,0
"ENSG00000007825",0,1,1,1,0,0
"ENSG00000007826",492,2017,677,800,928,895
"ENSG00000007827",157,322,967,251,843,912
"ENSG00000007828",34,59,31,47,41,36
"ENSG00000007829",0,0,0,0,0,0
"ENSG00000007830",0,0,0,0,0,0
"ENSG00000007831",6,9,8,13,6,3
"ENSG00000007832",1,0,0,0,0,2
"ENSG00000007833",1,12,3,5,3,5
"ENSG00000007834",38,103,120,33,64,19
"ENSG00000007835",11,14,16,19,13,17
"ENSG00000007836",408,193,204,215,243,210
"ENSG00000007837",8,19,14,20,4,16
"ENSG00000007838",2,1,0,0,0,0
"ENSG00000007839",0,0,1,0,1,0
"ENSG00000007840",0,0,1,1,1,0
"ENSG00000007841",49,304,118,99,114,34
"ENSG00000007842",6,5,6,2,2,3
"ENSG00000007843",2,3,10,1,0,1
"ENSG00000007844",3,6,12,4,3,5
"ENSG00000007845",0,1,0,0,1,0
"ENSG00000007846",2,0,1,0,0,2
"ENSG00000007847",1,1,0,0,1,1
"ENSG00000007848",0,0,0,0,0,0
"ENSG00000007849",9,17,6,6,17,7
"ENSG00000007850",891,1160,813,884,722,1235
"ENSG00000007851",0,0,0,0,0,0
"ENSG00000007852",1,0,0,0,0,2
"ENSG00000007853",130,77,150,179,38,113
"ENSG00000007854",110,168,215,159,98,256
"ENSG00000007855",0,0,0,1,1,0
"ENSG00000007856",9,17,10,1,5,10
"ENSG00000007857",37,41,44,59,45,57
"ENSG00000007858",193,270,230,558,617,380
"ENSG00000007859",1,1,0,1,0,0
"ENSG00000007860",116,256,267,216,252,84
"ENSG00000007861",0,0,0,0,0,0
"ENSG00000007862",4,8,16,11,7,9
"ENSG00000007863",0,0,0,0,0,0
"ENSG00000007864",2,3,1,5,0,3
"ENSG00000007865",1,1,0,0,2,1
"ENSG00000007866",0,0,0,0,0,0
"ENSG00000007867",7,11,11,12,16,14
"ENSG00000007868",3,4,1,3,2,0
"ENSG00000007869",411,1319,1719,1010,1035,855
"ENSG00000007870",0,0,0,0,0,0
"ENSG00000007871",1,0,0,3,0,2
"ENSG00000007872",0,0,0,0,0,0
"ENSG00000007873",1,0,0,1,0,0
"ENSG00000007874",2801,5807,2592,9906,3912,3973
"ENSG00000007875",149,596,149,285,175,238
"ENSG00000007876",1,1,1,0,0,2
"ENSG00000007877",10,32,38,17,16,7
"ENSG00000007878",12,6,12,8,16,14
"ENSG00000007879",30,23,54,79,26,70
"ENSG00000007880",0,0,0,0,0,0
"ENSG00000007881",343,633,377,321,222,441
"ENSG00000007882",7,21,7,4,3,3
"ENSG00000007883",5,24,6,15,19,10
"ENSG00000007884",0,0,0,0,1,2
"ENSG00000007885",48,222,41,50,62,100
"ENSG00000007886",0,0,0,0,0,1
"ENSG00000007887",1,1,2,0,0,0
"ENSG00000007888",4,6,2,9,9,5
"ENSG00000007889",32,43,14,25,23,35
"ENSG00000007890",621,448,715,808,1126,1257
"ENSG00000007891",206,484,297,680,619,152
"ENSG00000007892",3,15,3,3,1,8
"ENSG00000007893",1,0,0,0,0,1
"ENSG00000007894",1,0,0,0,0,0
"ENSG00000007895",0,1,0,0,0,0
"ENSG00000007896",21,18,24,46,34,57
"ENSG00000007897",0,0,2,0,2,0
"ENSG00000007898",11,2,18,9,11,3
"ENSG00000007899",4,1,2,1,3,5
"ENSG00000007900",17,24,10,22,38,4
"ENSG00000007901",755,628,901,919,1015,856
"ENSG00000007902",5,4,3,3,1,4
"ENSG00000007903",154,216,122,70,69,49
"ENSG00000007904",51,64,103,66,39,23
"ENSG00000007905",422,1333,2245,695,947,1098
"ENSG00000007906",4,4,6,6,5,8
"ENSG00000007907",17,31,13,11,14,16
"ENSG00000007908",24,130,117,43,45,85
"ENSG00000007909",21,35,2,20,28,15
"ENSG00000007910",42,56,87,141,121,164
"ENSG00000007911",218,394,203,589,402,329
"ENSG00000007912",1,1,0,0,1,0
"ENSG00000007913",1,0,0,0,0,0
"ENSG00000007914",32,15,56,5,18,33
"ENSG00000007915",0,0,1,0,0,2
"ENSG00000007916",1,0,0,0,0,0
"ENSG00000007917",21,17,11,10,9,24
"ENSG00000007918",1,1,1,0,2,0
"ENSG00000007919",0,1,0,0,1,0
"ENSG00000007920",0,0,0,0,0,0
"ENSG00000007921",1,0,1,1,1,4
"ENSG00000007922",1,0,0,0,0,1
"ENSG00000007923",4,53,87,34,22,9
"ENSG00000007924",20,25,17,24,28,26
"ENSG00000007925",10,4,18,7,15,17
"ENSG00000007926",1,1,1,1,0,0
"ENSG00000007927",17,56,68,169,30,77
"ENSG00000007928",1,0,2,0,2,2
"ENSG00000007929",0,0,0,0,0,0
"ENSG00000007930",165,138,164,71,153,175
"ENSG00000007931",0,0,0,0,0,0
"ENSG00000007932",17,130,81,70,47,30
"ENSG00000007933",235,741,258,415,119,478
"ENSG00000007934",9,20,11,13,18,9
"ENSG00000007935",29,38,67,37,17,14
"ENSG00000007936",2,1,1,1,0,0
"ENSG00000007937",2,0,1,2,0,0
"ENSG00000007938",24,15,14,5,6,8
"ENSG00000007939",7,7,10,6,2,6
"ENSG00000007940",19,26,36,20,23,16
"ENSG00000007941",0,0,0,0,0,2
"ENSG00000007942",0,0,1,0,0,0
"ENSG00000007943",1,1,1,0,0,0
"ENSG00000007944",2,1,1,0,0,0
"ENSG00000007945",7,10,26,25,15,8
"ENSG00000007946",78,78,33,107,80,41
"ENSG00000007947",1,0,1,0,2,0
"ENSG00000007948",12,56,55,29,54,25
"ENSG00000007949",44,86,12,25,82,61
"ENSG00000007950",8,62,29,70,55,27
"ENSG00000007951",1,1,1,3,0,2
"ENSG00000007952",13,3,16,14,7,14
"ENSG00000007953",380,870,247,328,724,773
"ENSG00000007954",0,2,0,1,0,4
"ENSG00000007955",0,0,0,0,0,0
"ENSG00000007956",3,0,0,1,0,0
"ENSG00000007957",0,0,0,0,0,0
"ENSG00000007958",41,54,25,22,7,51
"ENSG00000007959",94,263,124,139,121,275
"ENSG00000007960",162,104,97,83,104,80
"ENSG00000007961",2,1,4,4,3,1
"ENSG00000007962",0,3,3,2,5,3
"ENSG00000007963",30,21,39,28,11,57
"ENSG00000007964",0,0,0,0,0,0
"ENSG00000007965",2,0,3,0,1,1
"ENSG00000007966",31,126,96,96,75,128
"ENSG00000007967",98,80,85,38,37,46
"ENSG00000007968",27,79,23,35,26,34
"ENSG00000007969",16,11,5,14,18,12
"ENSG00000007970",8,11,16,5,6,1
"ENSG00000007971",4,5,2,6,10,10
"ENSG00000007972",0,2,0,1,0,1
"ENSG00000007973",1,1,1,3,0,0
"ENSG00000007974",1,0,0,2,1,1
"ENSG00000007975",3,4,2,2,6,1
"ENSG00000007976",0,0,0,0,0,0
"ENSG00000007977",0,0,1,1,1,0
"ENSG00000007978",22,28,19,8,40,21
"ENSG00000007979",0,0,0,0,0,2
"ENSG00000007980",0,2,0,0,1,0
"ENSG00000007981",10,22,9,19,8,13
"ENSG00000007982",19,51,60,30,36,35
"ENSG00000007983",14,13,11,3,8,12
"ENSG00000007984",2,0,1,7,1,2
"ENSG00000007985",2,6,0,4,4,2
"ENSG00000007986",0,2,3,1,1,4
"ENSG00000007987",4,16,14,26,15,18
"ENSG00000007988",13,10,28,16,5,39
"ENSG00000007989",0,0,0,0,0,0
"ENSG00000007990",111,87,37,56,67,107
"ENSG00000007991",0,2,1,0,1,0
"ENSG00000007992",1,10,5,2,4,3
"ENSG00000007993",0,2,1,1,1,0
"ENSG00000007994",83,1334,75,319,422,223
"ENSG00000007995",0,0,1,2,1,0
"ENSG00000007996",4,2,2,5,2,3
"ENSG00000007997",62,134,45,39,17,55
"ENSG00000007998",1,2,1,3,7,0
"ENSG00000007999",12,24,24,12,13,28
"ENSG00000008000",13,6,12,7,16,14
"ENSG00000008001",0,0,0,0,0,1
"ENSG00000008002",13,27,18,19,16,11
"ENSG00000008003",3,5,3,0,0,1
"ENSG00000008004",4,5,10,6,2,6
"ENSG00000008005",0,1,0,2,0,0
"ENSG00000008006",0,2,1,0,1,0
"ENSG00000008007",0,0,0,0,0,0
"ENSG00000008008",4,9,5,4,3,6
"ENSG00000008009",3,2,1,0,1,0
"ENSG00000008010",0,0,0,0,0,0
"ENSG00000008011",144,107,226,138,122,107
"ENSG00000008012",0,0,0,1,2,2
"ENSG00000008013",44,64,47,19,60,22
"ENSG00000008014",6,15,10,8,8,2
"ENSG00000008015",1,1,0,1,2,0
"ENSG00000008016",0,2,0,1,2,0
"ENSG00000008017",0,0,2,0,1,0
"ENSG00000008018",327,315,404,255,203,352
"ENSG00000008019",0,1,0,0,1,1
"ENSG00000008020",8,10,17,7,5,15
"ENSG00000008021",16,44,27,30,42,24
"ENSG00000008022",3,16,6,12,9,7
"ENSG00000008023",3,8,1,8,4,2
"ENSG00000008024",0,0,0,0,0,1
"ENSG00000008025",161,328,439,502,103,162
"ENSG00000008026",29,44,38,25,13,9
"ENSG00000008027",1,1,0,0,2,1
"ENSG00000008028",982,1364,715,1090,257,888
"ENSG00000008029",0,0,0,0,1,1
"ENSG00000008030",0,0,0,0,2,0
"ENSG00000008031",272,413,572,272,233,363
"ENSG00000008032",0,0,0,1,0,3
"ENSG00000008033",1,0,2,0,1,0
"ENSG00000008034",0,1,0,0,1,1
"ENSG00000008035",3,2,7,4,3,13
"ENSG00000008036",19,49,33,58,22,29
"ENSG00000008037",1,9,3,5,4,0
"ENSG00000008038",0,2,1,0,1,0
"ENSG00000008039",2,0,1,0,0,0
"ENSG00000008040",0,1,0,0,2,0
"ENSG00000008041",22,43,57,44,36,25
"ENSG00000008042",0,0,0,0,0,0
"ENSG00000008043",62,120,180,181,93,190
"ENSG00000008044",0,0,0,0,0,0
"ENSG00000008045",9,14,6,11,9,12
"ENSG00000008046",1,0,1,1,0,0
"ENSG00000008047",7,15,8,6,8,5
"ENSG00000008048",0,0,0,0,0,2
"ENSG00000008049",0,1,4,2,1,0
"ENSG00000008050",5,8,14,9,9,19
"ENSG00000008051",58,146,74,136,74,74
"ENSG00000008052",295,355,201,409,264,406
"ENSG00000008053",1,1,1,0,0,1
"ENSG00000008054",0,1,1,1,0,0
"ENSG00000008055",0,0,1,0,0,1
"ENSG00000008056",5,5,5,2,1,6
"ENSG00000008057",35,33,51,65,56,25
"ENSG00000008058",1,1,1,1,0,0
"ENSG00000008059",36,47,17,19,17,13
"ENSG00000008060",0,0,0,0,0,0
"ENSG00000008061",58,36,120,85,66,93
"ENSG00000008062",0,0,0,0,0,2
"ENSG00000008063",0,0,2,0,2,0
"ENSG00000008064",403,260,123,97,218,359
"ENSG00000008065",11,13,19,8,11,7
"ENSG00000008066",0,0,1,0,0,0
"ENSG00000008067",18,15,21,14,23,28
"ENSG00000008068",6,14,20,6,7,24
"ENSG00000008069",1,1,1,2,1,0
"ENSG00000008070",19,8,47,55,54,73
"ENSG00000008071",2,4,3,3,4,2
"ENSG00000008072",204,288,323,444,150,448
"ENSG00000008073",0,0,1,0,0,1
"ENSG00000008074",3,0,7,0,1,5
"ENSG00000008075",15,41,32,35,42,34
"ENSG00000008076",0,0,0,0,0,0
"ENSG00000008077",1,0,0,1,1,0
"ENSG00000008078",1,1,4,0,1,0
"ENSG00000008079",0,1,1,1,2,1
"ENSG00000008080",4,5,3,0,8,5
"ENSG00000008081",1,0,0,0,0,1
"ENSG00000008082",1,1,0,0,0,0
"ENSG00000008083",143,698,323,285,160,145
"ENSG00000008084",6,0,1,4,4,5
"ENSG00000008085",140,311,96,356,123,183
"ENSG00000008086",1,6,5,4,5,1
"ENSG00000008087",16,15,10,9,3,3
"ENSG00000008088",8,69,32,25,28,13
"ENSG00000008089",12,44,30,24,14,20
"ENSG00000008090",3,3,7,7,8,3
"ENSG00000008091",1,3,0,0,3,1
"ENSG00000008092",0,5,3,0,6,1
"ENSG00000008093",0,1,0,0,0,0
"ENSG00000008094",59,54,33,12,94,15
"ENSG00000008095",0,0,0,0,0,0
"ENSG00000008096",41,176,199,78,113,106
"ENSG00000008097",4,5,2,1,11,2
"ENSG00000008098",0,0,0,0,1,0
"ENSG00000008099",99,248,86,152,294,136
"ENSG00000008100",0,0,0,0,0,0
"ENSG00000008101",0,9,3,4,6,4
"ENSG00000008102",1,0,0,0,0,0
"ENSG00000008103",9,15,5,7,11,6
"ENSG00000008104",6,17,4,11,7,4
"ENSG00000008105",0,0,0,0,1,0
"ENSG00000008106",101,323,416,232,393,357
"ENSG00000008107",21,12,6,31,13,18
"ENSG00000008108",7,24,22,10,2,10
"ENSG00000008109",24,67,49,25,33,47
"ENSG00000008110",4,66,28,33,38,25
"ENSG00000008111",70,222,49,66,72,41
"ENSG00000008112",16,24,16,6,8,6
"ENSG00000008113",239,457,842,939,512,708
"ENSG00000008114",0,0,1,0,0,0
"ENSG00000008115",7,6,8,14,6,10
"ENSG00000008116",154,154,60,153,160,163
"ENSG00000008117",5735,13234,5831,8603,7659,5771
"ENSG00000008118",0,0,0,3,0,2
"ENSG00000008119",24,49,145,85,70,19
"ENSG00000008120",92,276,240,354,90,78
"ENSG00000008121",1,1,0,0,1,1
"ENSG00000008122",0,0,0,0,0,1
"ENSG00000008123",164,79,100,237,121,60
"ENSG00000008124",0,0,1,0,0,0
"ENSG00000008125",0,0,0,0,0,0
"ENSG00000008126",155,381,350,377,119,181
"ENSG00000008127",2,5,1,3,4,11
"ENSG00000008128",2,0,1,1,0,1
"ENSG00000008129",0,0,1,1,0,2
"ENSG00000008130",0,0,0,1,0,0
"ENSG00000008131",0,0,1,0,0,2
"ENSG00000008132",1,6,6,3,4,10
"ENSG00000008133",103,184,64,113,46,200
"ENSG00000008134",41,87,13,40,27,32
"ENSG00000008135",1,0,3,3,0,4
"ENSG00000008136",0,0,1,1,0,0
"ENSG00000008137",0,0,3,2,2,3
"ENSG00000008138",1,0,0,1,0,1
"ENSG00000008139",0,1,1,0,0,0
"ENSG00000008140",3,9,9,5,9,6
"ENSG00000008141",4,10,4,2,0,3
"ENSG00000008142",1,1,0,0,1,1
"ENSG00000008143",1,6,1,1,1,4
"ENSG00000008144",0,1,0,0,1,0
"ENSG00000008145",1,0,0,0,0,1
"ENSG00000008146",39,19,69,18,13,18
"ENSG00000008147",8,17,12,21,16,19
"ENSG00000008148",31,41,21,57,31,49
"ENSG00000008149",344,466,232,159,753,210
"ENSG00000008150",0,0,0,1,0,0
"ENSG00000008151",0,1,1,0,0,0
"ENSG00000008152",0,9,4,8,7,4
"ENSG00000008153",1,1,2,3,0,3
"ENSG00000008154",498,1354,774,479,1227,2095
"ENSG00000008155",7,8,4,8,0,2
"ENSG00000008156",0,0,1,0,0,0
"ENSG00000008157",12,10,2,9,3,8
"ENSG00000008158",16,62,139,38,90,13
"ENSG00000008159",2,11,5,3,0,8
"ENSG00000008160",3,4,7,11,3,4
"ENSG00000008161",1,2,3,3,1,2
"ENSG00000008162",0,2,0,1,0,0
"ENSG00000008163",0,0,0,0,0,0
"ENSG00000008164",95,58,72,40,130,75
"ENSG00000008165",0,1,0,0,0,0
"ENSG00000008166",243,225,274,101,649,88
"ENSG00000008167",12,36,13,20,27,8
"ENSG00000008168",4,2,5,5,4,3
"ENSG00000008169",19,63,52,38,35,33
"ENSG00000008170",602,1486,1351,814,260,1160
"ENSG00000008171",16,20,27,7,29,14
"ENSG00000008172",28,152,88,37,80,50
"ENSG00000008173",0,0,0,1,0,0
"ENSG00000008174",0,1,0,0,0,1
"ENSG00000008175",9,20,36,22,3,37
"ENSG00000008176",1,1,1,1,0,2
"ENSG00000008177",6,33,38,22,20,23
"ENSG00000008178",377,456,227,350,279,425
"ENSG00000008179",1,0,1,1,1,0
"ENSG00000008180",3,5,4,3,2,0
"ENSG00000008181",51,130,204,102,84,57
"ENSG00000008182",27,20,22,7,10,8
"ENSG00000008183",0,0,0,0,0,0
"ENSG00000008184",3,16,6,10,6,12
"ENSG00000008185",2,2,2,1,2,6
"ENSG00000008186",79,133,246,28,16,116
"ENSG00000008187",1677,1465,798,863,912,1327
"ENSG00000008188",0,0,0,1,0,0
"ENSG00000008189",0,2,6,5,2,0
"ENSG00000008190",102,75,108,63,66,85
"ENSG00000008191",2,2,1,3,6,4
"ENSG00000008192",0,0,0,0,0,2
"ENSG00000008193",0,0,0,0,0,0
"ENSG00000008194",0,2,0,2,0,0
"ENSG00000008195",7,4,12,6,2,4
"ENSG00000008196",0,0,0,0,0,0
"ENSG00000008197",13,25,17,26,59,38
"ENSG00000008198",47,74,80,84,138,33
"ENSG00000008199",5,16,16,23,7,12
"ENSG00000008200",15,12,21,47,13,6
"ENSG00000008201",61,88,77,78,69,101
"ENSG00000008202",1,3,2,1,2,2
"ENSG00000008203",26,64,47,26,36,21
"ENSG00000008204",0,2,0,1,0,1
"ENSG00000008205",8,8,4,16,4,4
"ENSG00000008206",0,0,0,0,0,0
"ENSG00000008207",0,0,1,0,1,1
"ENSG00000008208",60,27,44,82,53,42
"ENSG00000008209",20,15,45,25,11,44
"ENSG00000008210",1,0,3,1,0,0
"ENSG00000008211",0,1,1,0,0,1
"ENSG00000008212",67,117,117,65,31,126
"ENSG00000008213",0,0,1,0,0,1
"ENSG00000008214",57,20,61,30,51,61
"ENSG00000008215",3,1,1,3,0,1
"ENSG00000008216",6,21,29,38,18,23
"ENSG00000008217",14,21,18,10,25,20
"ENSG00000008218",3,2,0,1,1,1
"ENSG00000008219",0,0,0,0,0,0
"ENSG00000008220",58,144,32,51,84,60
"ENSG00000008221",0,5,2,3,3,4
"ENSG00000008222",157,163,266,274,101,499
"ENSG00000008223",38,57,39,29,33,38
"ENSG00000008224",5,12,3,5,4,8
"ENSG00000008225",29,101,49,39,26,32
"ENSG00000008226",0,0,0,0,0,0
"ENSG00000008227",0,0,0,0,0,0
"ENSG00000008228",0,0,0,0,0,0
"ENSG00000008229",0,1,0,0,0,0
"ENSG00000008230",0,0,0,1,0,1
"ENSG00000008231",63,99,134,133,130,144
"ENSG00000008232",0,0,1,0,0,1
"ENSG00000008233",3,9,8,3,5,6
"ENSG00000008234",0,0,0,0,0,0
"ENSG00000008235",709,3248,1220,849,1262,1240
"ENSG00000008236",93,57,176,113,88,84
"ENSG00000008237",1,5,3,2,11,3
"ENSG00000008238",0,0,0,1,0,1
"ENSG00000008239",0,0,0,0,1,0
"ENSG00000008240",10,29,7,10,41,10
"ENSG00000008241",18,42,71,49,102,70
"ENSG00000008242",71,59,47,19,31,10
"ENSG00000008243",0,0,0,0,1,1
"ENSG00000008244",1,1,0,3,0,0
"ENSG00000008245",0,0,0,0,0,0
"ENSG00000008246",0,1,1,0,1,6
"ENSG00000008247",14,26,15,19,10,8
"ENSG00000008248",0,0,1,0,0,0
"ENSG00000008249",2,4,3,5,2,3
"ENSG00000008250",1,0,0,0,0,1
"ENSG00000008251",21,111,30,18,44,18
"ENSG00000008252",50,22,26,58,34,33
"ENSG00000008253",0,1,0,1,0,0
"ENSG00000008254",0,0,0,0,0,0
"ENSG00000008255",96,107,78,110,44,45
"ENSG00000008256",0,0,1,2,0,1
"ENSG00000008257",34,34,45,35,29,21
"ENSG00000008258",1,0,0,0,0,1
"ENSG00000008259",17,16,30,16,11,12
"ENSG00000008260",15,14,12,7,6,1
"ENSG00000008261",2,2,0,1,0,0
"ENSG00000008262",1,0,1,1,0,0
"ENSG00000008263",2,6,3,0,0,1
"ENSG00000008264",0,4,1,0,0,1
"ENSG00000008265",0,3,0,1,1,0
"ENSG00000008266",342,377,222,275,317,232
"ENSG00000008267",1,5,3,1,2,9
"ENSG00000008268",200,266,281,235,135,133
"ENSG00000008269",1,1,1,1,1,0
"ENSG00000008270",22,19,34,19,53,17
"ENSG00000008271",2,4,7,3,0,2
"ENSG00000008272",0,1,0,0,0,1
"ENSG00000008273",0,0,0,0,0,0
"ENSG00000008274",3,26,14,16,3,11
"ENSG00000008275",54,23,51,34,40,62
"ENSG00000008276",53,18,45,38,43,55
"ENSG00000008277",9,32,22,27,30,43
"ENSG00000008278",0,0,0,1,1,0
"ENSG00000008279",6,15,4,16,12,1
"ENSG00000008280",411,1007,274,242,299,230
"ENSG00000008281",0,2,1,1,0,2
"ENSG00000008282",0,0,0,0,0,4
"ENSG00000008283",506,847,355,673,396,423
"ENSG00000008284",0,0,0,0,0,0
"ENSG00000008285",2,16,4,7,2,0
"ENSG00000008286",371,719,517,777,301,294
"ENSG00000008287",6,10,10,7,30,5
"ENSG00000008288",56,68,59,39,43,57
"ENSG00000008289",48,36,54,75,49,64
"ENSG00000008290",1,1,2,2,1,1
"ENSG00000008291",2,6,1,3,3,7
"ENSG00000008292",6,5,7,3,5,4
"ENSG00000008293",0,3,2,2,0,2
"ENSG00000008294",153,115,155,110,187,166
"ENSG00000008295",0,0,0,0,0,0
"ENSG00000008296",1,2,3,1,2,3
"ENSG00000008297",3,6,2,4,2,4
"ENSG00000008298",3,2,3,6,0,1
"ENSG00000008299",5,4,12,3,2,4
"ENSG00000008300",267,713,305,302,908,533
"ENSG00000008301",2,3,4,6,4,3
"ENSG00000008302",5,9,12,6,4,4
"ENSG00000008303",33,16,35,39,14,57
"ENSG00000008304",10,9,16,7,6,13
"ENSG00000008305",41,48,91,42,54,53
"ENSG00000008306",220,379,190,313,372,368
"ENSG00000008307",7,23,11,7,10,4
"ENSG00000008308",13,3,25,10,19,3
"ENSG00000008309",205,205,280,124,160,58
"ENSG00000008310",14,38,16,18,17,17
"ENSG00000008311",13,8,13,1,3,9
"ENSG00000008312",1,3,6,5,3,3
"ENSG00000008313",0,1,0,0,0,0
"ENSG00000008314",74,60,53,79,12,63
"ENSG00000008315",0,2,1,0,3,2
"ENSG00000008316",16,25,15,30,7,18
"ENSG00000008317",11257,10827,5286,2874,3907,5263
"ENSG00000008318",4,4,7,9,7,4
"ENSG00000008319",6,6,4,12,8,24
"ENSG00000008320",2,0,5,2,4,6
"ENSG00000008321",2,1,2,0,1,0
"ENSG00000008322",0,0,1,1,1,1
"ENSG00000008323",0,0,0,0,0,0
"ENSG00000008324",13,20,15,9,16,20
"ENSG00000008325",0,0,0,0,0,0
"ENSG00000008326",1,0,0,0,1,0
"ENSG00000008327",3,2,8,2,1,2
"ENSG00000008328",0,0,1,0,2,0
"ENSG00000008329",2,5,2,1,3,1
"ENSG00000008330",0,0,0,0,0,0
"ENSG00000008331",7,5,10,14,7,14
"ENSG00000008332",4,12,6,3,10,8
"ENSG00000008333",30,68,19,42,23,30
"ENSG00000008334",3,5,15,17,9,4
"ENSG00000008335",1,11,7,3,9,5
"ENSG00000008336",0,0,0,1,0,0
"ENSG00000008337",1,0,0,0,0,0
"ENSG00000008338",198,218,346,337,236,228
"ENSG00000008339",0,0,0,0,1,0
"ENSG00000008340",17,16,26,26,30,18
"ENSG00000008341",329,30,154,166,136,93
"ENSG00000008342",2,1,0,2,2,0
"ENSG00000008343",1,1,0,0,1,0
"ENSG00000008344",3,1,0,0,0,1
"ENSG00000008345",15,57,25,26,27,14
"ENSG00000008346",37,64,62,91,19,16
"ENSG00000008347",114,155,216,288,52,123
"ENSG00000008348",2,5,2,2,1,1
"ENSG00000008349",31,17,24,49,20,21
"ENSG00000008350",1,1,2,1,0,1
"ENSG00000008351",0,0,0,0,0,0
"ENSG00000008352",2,1,6,7,3,4
"ENSG00000008353",793,419,556,520,678,792
"ENSG00000008354",80,45,17,40,51,55
"ENSG00000008355",0,1,1,0,0,2
"ENSG00000008356",0,0,0,0,1,0
"ENSG00000008357",347,402,1193,1434,367,619
"ENSG00000008358",41,30,50,43,77,78
"ENSG00000008359",0,7,5,4,8,7
"ENSG00000008360",16,23,29,26,48,11
"ENSG00000008361",6,9,6,3,7,9
"ENSG00000008362",509,990,466,232,217,226
"ENSG00000008363",11,35,9,21,3,23
"ENSG00000008364",6,9,3,8,19,16
"ENSG00000008365",0,1,0,0,0,1
"ENSG00000008366",7,11,0,2,7,5
"ENSG00000008367",1,1,0,1,0,0
"ENSG00000008368",116,185,252,315,218,166
"ENSG00000008369",39,41,28,24,52,23
"ENSG00000008370",0,0,0,1,0,0
"ENSG00000008371",2,1,0,0,0,0
"ENSG00000008372",94,59,175,118,248,110
"ENSG00000008373",5,13,10,9,3,23
"ENSG00000008374",1,0,0,1,1,0
"ENSG00000008375",98,83,76,73,137,127
"ENSG00000008376",16,13,22,23,49,34
"ENSG00000008377",4,5,4,4,3,2
"ENSG00000008378",157,96,158,189,179,235
"ENSG00000008379",1,0,0,0,0,1
